"kategorie nieliczbowe";"campaign";"contact";"default";"education";"job";"marital";"month";"pdays";"poutcome";"previous";"Rok";"przedzial_czas rozmowy";"przedzial_wiek";"przedzial_emp.var.rate";"przedzial_cons.price.idx";"przedzial_cons.conf.idx";"przedzial_euribor3m";"przedzial_nr.employed";"y"
"technician";4.0;"cellular";"no";"basic.9y";"technician";"married";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";;"'(5161.975-inf)'";"no"
"technician";2.0;"cellular";"no";"professional.course";"technician";"married";"aug";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.056333-93.484]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"blue-collar";2.0;"cellular";"no";"professional.course";"blue-collar";"married";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(44-57.5]'";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"admin.";4.0;"cellular";"no";"university.degree";"admin.";"married";"aug";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.056333-93.484]'";"'(-38.85--34.866667]'";;"'(5161.975-inf)'";"no"
"technician";2.0;"cellular";"no";"university.degree";"technician";"married";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";;"'(5161.975-inf)'";"no"
"admin.";1.0;"cellular";"no";"basic.4y";"admin.";"married";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(44-57.5]'";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"technician";1.0;"cellular";"no";"basic.6y";"technician";"married";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(44-57.5]'";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"housemaid";1.0;"cellular";"no";"basic.9y";"housemaid";"married";"aug";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(44-57.5]'";">21959.5";"'(93.056333-93.484]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"admin.";2.0;"cellular";"no";"university.degree";"admin.";"married";"aug";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.056333-93.484]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"admin.";10.0;"cellular";"no";"university.degree";"admin.";"married";"aug";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.056333-93.484]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"admin.";13.0;"cellular";"no";"university.degree";"admin.";"married";"aug";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.056333-93.484]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"self-employed";1.0;"cellular";"no";"university.degree";"self-employed";"married";"aug";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(44-57.5]'";">21959.5";"'(93.056333-93.484]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"admin.";5.0;"cellular";"no";"university.degree";"admin.";"married";"jul";999.0;"nonexistent";0.0;2008;"'(1229.5-2459]'";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"management";1.0;"cellular";"no";"university.degree";"management";"married";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(44-57.5]'";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"management";1.0;"cellular";"no";"unknown";"management";"married";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(44-57.5]'";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"services";1.0;"cellular";"no";"high.school";"services";"married";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"0-30.5";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"technician";1.0;"cellular";"no";"professional.course";"technician";"married";"aug";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.056333-93.484]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"admin.";5.0;"cellular";"no";"university.degree";"admin.";"married";"aug";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.056333-93.484]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"admin.";1.0;"cellular";"no";"university.degree";"admin.";"married";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"admin.";2.0;"cellular";"no";"university.degree";"admin.";"married";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"self-employed";2.0;"cellular";"no";"unknown";"self-employed";"married";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"0-30.5";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"blue-collar";1.0;"cellular";"no";"basic.9y";"blue-collar";"married";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"0-30.5";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"retired";4.0;"cellular";"no";"professional.course";"retired";"married";"aug";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(44-57.5]'";">21959.5";"'(93.056333-93.484]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"technician";7.0;"cellular";"no";"professional.course";"technician";"married";"aug";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.056333-93.484]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"management";1.0;"cellular";"no";"university.degree";"management";"married";"aug";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(57.5-71]'";">21959.5";"'(93.056333-93.484]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"housemaid";1.0;"cellular";"no";"university.degree";"housemaid";"married";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(44-57.5]'";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"management";1.0;"cellular";"no";"university.degree";"management";"married";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"blue-collar";1.0;"cellular";"no";"unknown";"blue-collar";"married";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"admin.";1.0;"cellular";"no";"high.school";"admin.";"married";"may";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(44-57.5]'";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";;"'(5095.85-5161.975]'";"no"
"management";1.0;"cellular";"no";"university.degree";"management";"married";"may";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(30.5-44]'";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"no"
"housemaid";1.0;"cellular";"no";"basic.4y";"housemaid";"married";"may";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(57.5-71]'";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"no"
"services";4.0;"cellular";"no";"high.school";"services";"married";"apr";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(44-57.5]'";;"'(93.056333-93.484]'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"no"
"admin.";1.0;"cellular";"no";"university.degree";"admin.";"married";"may";999.0;"nonexistent";0.0;2009;"0-1229.5";"0-30.5";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"no"
"blue-collar";1.0;"cellular";"no";"basic.9y";"blue-collar";"married";"may";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(30.5-44]'";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"no"
"retired";1.0;"cellular";"no";"high.school";"retired";"married";"aug";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(71-84.5]'";;"'(-inf-92.628667]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(5029.725-5095.85]'";"no"
"blue-collar";2.0;"cellular";"no";"professional.course";"blue-collar";"married";"apr";999.0;"nonexistent";0.0;2009;"'(2459-3688.5]'";"'(44-57.5]'";;"'(93.056333-93.484]'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"no"
"management";2.0;"cellular";"no";"university.degree";"management";"married";"may";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(30.5-44]'";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"no"
"blue-collar";2.0;"cellular";"no";"basic.6y";"blue-collar";"married";"apr";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(44-57.5]'";;"'(93.056333-93.484]'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"no"
"blue-collar";2.0;"cellular";"no";"basic.9y";"blue-collar";"married";"may";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(30.5-44]'";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"no"
"unknown";1.0;"cellular";"no";"unknown";"unknown";"married";"aug";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(57.5-71]'";;"'(-inf-92.628667]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(5029.725-5095.85]'";"no"
"technician";2.0;"cellular";"no";"basic.9y";"technician";"married";"aug";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(44-57.5]'";;"'(-inf-92.628667]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(5029.725-5095.85]'";"no"
"services";1.0;"cellular";"no";"high.school";"services";"married";"may";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(30.5-44]'";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"no"
"retired";1.0;"cellular";"no";"professional.course";"retired";"married";"aug";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(71-84.5]'";;"'(-inf-92.628667]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(5029.725-5095.85]'";"no"
"admin.";2.0;"cellular";"no";"university.degree";"admin.";"single";"nov";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";;"'(93.056333-93.484]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"entrepreneur";3.0;"cellular";"no";"university.degree";"entrepreneur";"single";"nov";999.0;"nonexistent";0.0;2008;"'(1229.5-2459]'";"'(30.5-44]'";;"'(93.056333-93.484]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"admin.";1.0;"cellular";"no";"basic.9y";"admin.";"single";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"0-30.5";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";;"'(5161.975-inf)'";"no"
"retired";1.0;"cellular";"no";"basic.9y";"retired";"single";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"0-30.5";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"admin.";4.0;"cellular";"no";"high.school";"admin.";"single";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"0-30.5";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"blue-collar";1.0;"cellular";"no";"high.school";"blue-collar";"single";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"self-employed";2.0;"cellular";"no";"high.school";"self-employed";"single";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"services";1.0;"cellular";"no";"high.school";"services";"single";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"admin.";35.0;"cellular";"no";"high.school";"admin.";"single";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"technician";3.0;"cellular";"no";"professional.course";"technician";"single";"aug";999.0;"nonexistent";0.0;2008;"0-1229.5";"0-30.5";">21959.5";"'(93.056333-93.484]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"admin.";3.0;"cellular";"no";"university.degree";"admin.";"single";"aug";999.0;"nonexistent";0.0;2008;"0-1229.5";"0-30.5";">21959.5";"'(93.056333-93.484]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"housemaid";2.0;"cellular";"no";"high.school";"housemaid";"single";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"0-30.5";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"admin.";2.0;"cellular";"no";"professional.course";"admin.";"single";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"0-30.5";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"admin.";3.0;"cellular";"no";"university.degree";"admin.";"single";"aug";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.056333-93.484]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"self-employed";4.0;"cellular";"no";"university.degree";"self-employed";"single";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"0-30.5";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"blue-collar";4.0;"cellular";"no";"basic.6y";"blue-collar";"single";"apr";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(30.5-44]'";;"'(93.056333-93.484]'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"no"
"management";1.0;"cellular";"no";"university.degree";"management";"single";"aug";999.0;"nonexistent";0.0;2009;"0-1229.5";"0-30.5";;"'(-inf-92.628667]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(5029.725-5095.85]'";"no"
"admin.";4.0;"cellular";"no";"university.degree";"admin.";"single";"may";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(44-57.5]'";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"no"
"blue-collar";2.0;"cellular";"no";"basic.9y";"blue-collar";"single";"may";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(30.5-44]'";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"no"
"blue-collar";1.0;"cellular";"no";"high.school";"blue-collar";"single";"may";999.0;"nonexistent";0.0;2009;"0-1229.5";"0-30.5";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"no"
"student";1.0;"cellular";"no";"university.degree";"student";"single";"apr";999.0;"nonexistent";0.0;2009;"0-1229.5";"0-30.5";;"'(93.056333-93.484]'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"no"
"blue-collar";5.0;"cellular";"no";"basic.9y";"blue-collar";"single";"may";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(30.5-44]'";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"no"
"technician";1.0;"cellular";"no";"professional.course";"technician";"single";"may";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(30.5-44]'";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"no"
"admin.";1.0;"cellular";"no";"high.school";"admin.";"married";"jun";2.0;"success";1.0;2009;"0-1229.5";"'(30.5-44]'";;"'(92.628667-93.056333]'";"'(-42.833333--38.85]'";;"'(5029.725-5095.85]'";"no"
"services";3.0;"cellular";"no";"basic.4y";"services";"single";"apr";6.0;"success";1.0;2011;"0-1229.5";"'(44-57.5]'";;"'(93.484-93.911667]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"no"
"admin.";1.0;"cellular";"no";"university.degree";"admin.";"single";"oct";17.0;"success";1.0;2011;"0-1229.5";"0-30.5";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"no"
"admin.";1.0;"cellular";"no";"university.degree";"admin.";"married";"nov";999.0;"failure";1.0;2008;"0-1229.5";"'(44-57.5]'";;"'(93.056333-93.484]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"blue-collar";5.0;"cellular";"no";"high.school";"blue-collar";"married";"apr";999.0;"failure";1.0;2009;"0-1229.5";"'(30.5-44]'";;"'(93.056333-93.484]'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"no"
"blue-collar";2.0;"cellular";"no";"basic.4y";"blue-collar";"married";"may";999.0;"failure";1.0;2009;"0-1229.5";"0-30.5";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"no"
"admin.";3.0;"cellular";"no";"high.school";"admin.";"single";"may";999.0;"failure";1.0;2009;"0-1229.5";"'(30.5-44]'";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";;"'(5095.85-5161.975]'";"no"
"admin.";3.0;"cellular";"no";"university.degree";"admin.";"divorced";"jul";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(30.5-44]'";;"'(-inf-92.628667]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(5029.725-5095.85]'";"no"
"admin.";2.0;"cellular";"no";"university.degree";"admin.";"married";"nov";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(44-57.5]'";;"'(93.056333-93.484]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"technician";2.0;"cellular";"no";"professional.course";"technician";"married";"aug";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.056333-93.484]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"management";7.0;"cellular";"no";"university.degree";"management";"married";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"blue-collar";13.0;"cellular";"no";"unknown";"blue-collar";"married";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"admin.";4.0;"cellular";"no";"university.degree";"admin.";"married";"aug";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(44-57.5]'";">21959.5";"'(93.056333-93.484]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"self-employed";2.0;"cellular";"no";"professional.course";"self-employed";"married";"oct";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(30.5-44]'";;"'(-inf-92.628667]'";"'(-30.883333-inf)'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"no"
"retired";1.0;"cellular";"no";"university.degree";"retired";"married";"aug";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(57.5-71]'";;"'(-inf-92.628667]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(5029.725-5095.85]'";"no"
"blue-collar";2.0;"cellular";"no";"unknown";"blue-collar";"married";"may";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(30.5-44]'";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"no"
"admin.";1.0;"cellular";"no";"university.degree";"admin.";"single";"nov";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";;"'(93.056333-93.484]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"admin.";3.0;"cellular";"no";"university.degree";"admin.";"single";"aug";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.056333-93.484]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"blue-collar";1.0;"cellular";"no";"basic.4y";"blue-collar";"single";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"0-30.5";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"management";1.0;"cellular";"no";"university.degree";"management";"single";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"0-30.5";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"admin.";6.0;"cellular";"no";"high.school";"admin.";"single";"jul";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"admin.";1.0;"cellular";"no";"university.degree";"admin.";"single";"aug";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(30.5-44]'";">21959.5";"'(93.056333-93.484]'";"'(-38.85--34.866667]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"admin.";2.0;"cellular";"no";"university.degree";"admin.";"single";"jun";6.0;"success";1.0;2010;"0-1229.5";"0-30.5";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"no"
"admin.";2.0;"cellular";"no";"university.degree";"admin.";"single";"jun";4.0;"success";3.0;2010;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"no"
"services";1.0;"cellular";"no";"high.school";"services";"divorced";"apr";999.0;"failure";1.0;2009;"0-1229.5";"'(44-57.5]'";;"'(93.056333-93.484]'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"no"
"management";1.0;"cellular";"no";"university.degree";"management";"married";"sep";999.0;"failure";1.0;2010;"0-1229.5";"0-30.5";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"no"
"self-employed";1.0;"cellular";"no";"basic.4y";"self-employed";"married";"nov";999.0;"nonexistent";0.0;2008;"0-1229.5";"'(44-57.5]'";;"'(93.056333-93.484]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"no"
"services";3.0;"cellular";"no";"basic.4y";"services";"married";"apr";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(44-57.5]'";;"'(93.056333-93.484]'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"no"
"services";2.0;"cellular";"no";"basic.6y";"services";"married";"may";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(30.5-44]'";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"no"
"entrepreneur";1.0;"cellular";"no";"basic.9y";"entrepreneur";"married";"mar";999.0;"nonexistent";0.0;2009;"0-1229.5";"'(30.5-44]'";;"'(92.628667-93.056333]'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"no"
