@relation '01_klienci4-weka.filters.unsupervised.attribute.Reorder-R1-2,4-8,3-weka.filters.unsupervised.attribute.Copy-R8-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceprzedzial-R9-weka.filters.unsupervised.attribute.Discretize-B6-M-1.0-R9-precision6-weka.filters.unsupervised.attribute.InterquartileRange-R2-O3.0-E6.0-weka.filters.unsupervised.attribute.Remove-R10-11-weka.filters.unsupervised.attribute.Copy-R2-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceprzedzial_czas rozmowy-R10-weka.filters.unsupervised.attribute.Copy-R10-weka.filters.unsupervised.attribute.Discretize-B6-M-1.0-R10-precision6-weka.filters.supervised.attribute.Discretize-R11-precision6-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceprzedzial_czas rozmowy_supervised-R11-weka.filters.unsupervised.attribute.Reorder-R1-7,10-11,8,9-weka.filters.unsupervised.attribute.Copy-R4-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceDzienTygodnia-R12-weka.filters.unsupervised.attribute.ChangeDateFormat-C12-FEEE-weka.filters.unsupervised.attribute.ChangeDateFormat-C12-F\"EEE\"-weka.filters.unsupervised.attribute.NumericToNominal-R12-weka.filters.unsupervised.attribute.Reorder-R1-9,12,10-11'

@attribute 'numer klienta' {6,12,9,3,7,11,2,5,10,1,8,4,15,13,14}
@attribute 'czas rozmowy' numeric
@attribute przedstawiciel {P03,P02,P05,P01,P04}
@attribute 'data rozmowy' date yyyy-MM-dd
@attribute Oddzia³ {Rzeszów,Wroc³aw,£ódŸ,Warszawa}
@attribute Region {Po³udnie,Zachód,Centrum}
@attribute miesi¹c {9,10,8}
@attribute 'przedzial_czas rozmowy' {'\'(-inf-30.666667]\'','\'(30.666667-60.333333]\'','\'(60.333333-90]\'','\'(90-119.666667]\'','\'(119.666667-149.333333]\'','\'(149.333333-inf)\''}
@attribute 'przedzial_czas rozmowy_supervised' {'\'All\''}
@attribute DzienTygodnia {'\"czw.\"','\"pt.\"','\"sob.\"','\"niedz.\"','\"pon.\"','\"wt.\"','\"?r.\"'}
@attribute 'kwota zakupu' numeric
@attribute przedzial {'\'(-inf-54.166667]\'','\'(54.166667-88.333333]\'','\'(88.333333-122.5]\'','\'(122.5-156.666667]\'','\'(156.666667-190.833333]\'','\'(190.833333-inf)\''}

@data
4,160,P04,2013-10-09,Warszawa,Centrum,10,'\'(149.333333-inf)\'','\'All\'','\"?r.\"',203,'\'(190.833333-inf)\''
13,103,P04,2013-08-12,Warszawa,Centrum,8,'\'(90-119.666667]\'','\'All\'','\"pon.\"',43,'\'(-inf-54.166667]\''
3,127,P01,2013-08-11,Warszawa,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'','\"niedz.\"',205,'\'(190.833333-inf)\''
8,107,P02,2013-08-18,Wroc³aw,Zachód,8,'\'(90-119.666667]\'','\'All\'','\"niedz.\"',169,'\'(156.666667-190.833333]\''
12,74,P03,2013-09-27,Rzeszów,Po³udnie,9,'\'(60.333333-90]\'','\'All\'','\"pt.\"',82,'\'(54.166667-88.333333]\''
8,156,P04,2013-08-26,Warszawa,Centrum,8,'\'(149.333333-inf)\'','\'All\'','\"pon.\"',49,'\'(-inf-54.166667]\''
6,177,P01,2013-10-14,Warszawa,Centrum,10,'\'(149.333333-inf)\'','\'All\'','\"pon.\"',138,'\'(122.5-156.666667]\''
13,67,P03,2013-10-16,Rzeszów,Po³udnie,10,'\'(60.333333-90]\'','\'All\'','\"?r.\"',27,'\'(-inf-54.166667]\''
12,36,P04,2013-08-10,Warszawa,Centrum,8,'\'(30.666667-60.333333]\'','\'All\'','\"sob.\"',84,'\'(54.166667-88.333333]\''
13,46,P05,2013-10-08,£ódŸ,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'','\"wt.\"',225,'\'(190.833333-inf)\''
7,68,P03,2013-08-12,Rzeszów,Po³udnie,8,'\'(60.333333-90]\'','\'All\'','\"pon.\"',27,'\'(-inf-54.166667]\''
9,131,P03,2013-10-09,Rzeszów,Po³udnie,10,'\'(119.666667-149.333333]\'','\'All\'','\"?r.\"',21,'\'(-inf-54.166667]\''
4,167,P02,2013-09-06,Wroc³aw,Zachód,9,'\'(149.333333-inf)\'','\'All\'','\"pt.\"',112,'\'(88.333333-122.5]\''
15,48,P05,2013-10-19,£ódŸ,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'','\"sob.\"',27,'\'(-inf-54.166667]\''
14,136,P02,2013-10-20,Wroc³aw,Zachód,10,'\'(119.666667-149.333333]\'','\'All\'','\"niedz.\"',83,'\'(54.166667-88.333333]\''
9,145,P02,2013-09-09,Wroc³aw,Zachód,9,'\'(119.666667-149.333333]\'','\'All\'','\"pon.\"',24,'\'(-inf-54.166667]\''
12,84,P03,2013-09-16,Rzeszów,Po³udnie,9,'\'(60.333333-90]\'','\'All\'','\"pon.\"',208,'\'(190.833333-inf)\''
14,23,P04,2013-09-12,Warszawa,Centrum,9,'\'(-inf-30.666667]\'','\'All\'','\"czw.\"',137,'\'(122.5-156.666667]\''
6,7,P01,2013-08-18,Warszawa,Centrum,8,'\'(-inf-30.666667]\'','\'All\'','\"niedz.\"',179,'\'(156.666667-190.833333]\''
12,176,P04,2013-08-11,Warszawa,Centrum,8,'\'(149.333333-inf)\'','\'All\'','\"niedz.\"',187,'\'(156.666667-190.833333]\''
9,26,P01,2013-09-19,Warszawa,Centrum,9,'\'(-inf-30.666667]\'','\'All\'','\"czw.\"',167,'\'(156.666667-190.833333]\''
8,122,P03,2013-10-06,Rzeszów,Po³udnie,10,'\'(119.666667-149.333333]\'','\'All\'','\"niedz.\"',121,'\'(88.333333-122.5]\''
11,28,P03,2013-08-29,Rzeszów,Po³udnie,8,'\'(-inf-30.666667]\'','\'All\'','\"czw.\"',177,'\'(156.666667-190.833333]\''
5,25,P02,2013-09-19,Wroc³aw,Zachód,9,'\'(-inf-30.666667]\'','\'All\'','\"czw.\"',137,'\'(122.5-156.666667]\''
5,33,P04,2013-09-11,Warszawa,Centrum,9,'\'(30.666667-60.333333]\'','\'All\'','\"?r.\"',172,'\'(156.666667-190.833333]\''
14,179,P04,2013-10-26,Warszawa,Centrum,10,'\'(149.333333-inf)\'','\'All\'','\"sob.\"',131,'\'(122.5-156.666667]\''
14,96,P03,2013-09-08,Rzeszów,Po³udnie,9,'\'(90-119.666667]\'','\'All\'','\"niedz.\"',201,'\'(190.833333-inf)\''
6,151,P01,2013-10-08,Warszawa,Centrum,10,'\'(149.333333-inf)\'','\'All\'','\"wt.\"',61,'\'(54.166667-88.333333]\''
1,3,P02,2013-10-05,Wroc³aw,Zachód,10,'\'(-inf-30.666667]\'','\'All\'','\"sob.\"',179,'\'(156.666667-190.833333]\''
6,128,P05,2013-08-22,£ódŸ,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'','\"czw.\"',142,'\'(122.5-156.666667]\''
10,127,P02,2013-08-28,Wroc³aw,Zachód,8,'\'(119.666667-149.333333]\'','\'All\'','\"?r.\"',130,'\'(122.5-156.666667]\''
5,15,P04,2013-08-28,Warszawa,Centrum,8,'\'(-inf-30.666667]\'','\'All\'','\"?r.\"',54,'\'(-inf-54.166667]\''
15,157,P02,2013-09-04,Wroc³aw,Zachód,9,'\'(149.333333-inf)\'','\'All\'','\"?r.\"',89,'\'(88.333333-122.5]\''
13,132,P04,2013-09-15,Warszawa,Centrum,9,'\'(119.666667-149.333333]\'','\'All\'','\"niedz.\"',204,'\'(190.833333-inf)\''
6,24,P02,2013-09-26,Wroc³aw,Zachód,9,'\'(-inf-30.666667]\'','\'All\'','\"czw.\"',29,'\'(-inf-54.166667]\''
10,157,P05,2013-10-30,£ódŸ,Centrum,10,'\'(149.333333-inf)\'','\'All\'','\"?r.\"',134,'\'(122.5-156.666667]\''
4,154,P03,2013-09-25,Rzeszów,Po³udnie,9,'\'(149.333333-inf)\'','\'All\'','\"?r.\"',164,'\'(156.666667-190.833333]\''
11,112,P04,2013-08-12,Warszawa,Centrum,8,'\'(90-119.666667]\'','\'All\'','\"pon.\"',52,'\'(-inf-54.166667]\''
6,50,P05,2013-08-30,£ódŸ,Centrum,8,'\'(30.666667-60.333333]\'','\'All\'','\"pt.\"',156,'\'(122.5-156.666667]\''
13,114,P02,2013-10-25,Wroc³aw,Zachód,10,'\'(90-119.666667]\'','\'All\'','\"pt.\"',74,'\'(54.166667-88.333333]\''
15,156,P01,2013-10-24,Warszawa,Centrum,10,'\'(149.333333-inf)\'','\'All\'','\"czw.\"',120,'\'(88.333333-122.5]\''
14,86,P05,2013-09-02,£ódŸ,Centrum,9,'\'(60.333333-90]\'','\'All\'','\"pon.\"',65,'\'(54.166667-88.333333]\''
7,147,P01,2013-10-04,Warszawa,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'','\"pt.\"',37,'\'(-inf-54.166667]\''
6,61,P03,2013-08-04,Rzeszów,Po³udnie,8,'\'(60.333333-90]\'','\'All\'','\"niedz.\"',171,'\'(156.666667-190.833333]\''
4,24,P02,2013-10-12,Wroc³aw,Zachód,10,'\'(-inf-30.666667]\'','\'All\'','\"sob.\"',46,'\'(-inf-54.166667]\''
6,65,P03,2013-08-17,Rzeszów,Po³udnie,8,'\'(60.333333-90]\'','\'All\'','\"sob.\"',116,'\'(88.333333-122.5]\''
4,100,P05,2013-10-25,£ódŸ,Centrum,10,'\'(90-119.666667]\'','\'All\'','\"pt.\"',133,'\'(122.5-156.666667]\''
4,51,P04,2013-10-26,Warszawa,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'','\"sob.\"',185,'\'(156.666667-190.833333]\''
4,29,P05,2013-08-13,£ódŸ,Centrum,8,'\'(-inf-30.666667]\'','\'All\'','\"wt.\"',50,'\'(-inf-54.166667]\''
1,179,P02,2013-10-14,Wroc³aw,Zachód,10,'\'(149.333333-inf)\'','\'All\'','\"pon.\"',219,'\'(190.833333-inf)\''
4,152,P04,2013-09-12,Warszawa,Centrum,9,'\'(149.333333-inf)\'','\'All\'','\"czw.\"',210,'\'(190.833333-inf)\''
9,122,P01,2013-10-05,Warszawa,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'','\"sob.\"',182,'\'(156.666667-190.833333]\''
3,35,P01,2013-08-14,Warszawa,Centrum,8,'\'(30.666667-60.333333]\'','\'All\'','\"?r.\"',135,'\'(122.5-156.666667]\''
9,87,P05,2013-09-10,£ódŸ,Centrum,9,'\'(60.333333-90]\'','\'All\'','\"wt.\"',115,'\'(88.333333-122.5]\''
10,30,P02,2013-08-30,Wroc³aw,Zachód,8,'\'(-inf-30.666667]\'','\'All\'','\"pt.\"',209,'\'(190.833333-inf)\''
13,131,P02,2013-10-01,Wroc³aw,Zachód,10,'\'(119.666667-149.333333]\'','\'All\'','\"wt.\"',173,'\'(156.666667-190.833333]\''
6,137,P01,2013-10-01,Warszawa,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'','\"wt.\"',155,'\'(122.5-156.666667]\''
12,16,P03,2013-10-02,Rzeszów,Po³udnie,10,'\'(-inf-30.666667]\'','\'All\'','\"?r.\"',112,'\'(88.333333-122.5]\''
6,56,P03,2013-09-28,Rzeszów,Po³udnie,9,'\'(30.666667-60.333333]\'','\'All\'','\"sob.\"',203,'\'(190.833333-inf)\''
11,169,P02,2013-10-24,Wroc³aw,Zachód,10,'\'(149.333333-inf)\'','\'All\'','\"czw.\"',25,'\'(-inf-54.166667]\''
12,10,P05,2013-08-22,£ódŸ,Centrum,8,'\'(-inf-30.666667]\'','\'All\'','\"czw.\"',80,'\'(54.166667-88.333333]\''
15,21,P04,2013-10-01,Warszawa,Centrum,10,'\'(-inf-30.666667]\'','\'All\'','\"wt.\"',56,'\'(54.166667-88.333333]\''
13,4,P03,2013-08-31,Rzeszów,Po³udnie,8,'\'(-inf-30.666667]\'','\'All\'','\"sob.\"',224,'\'(190.833333-inf)\''
3,123,P05,2013-10-13,£ódŸ,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'','\"niedz.\"',166,'\'(156.666667-190.833333]\''
12,91,P03,2013-08-21,Rzeszów,Po³udnie,8,'\'(90-119.666667]\'','\'All\'','\"?r.\"',75,'\'(54.166667-88.333333]\''
3,16,P04,2013-09-15,Warszawa,Centrum,9,'\'(-inf-30.666667]\'','\'All\'','\"niedz.\"',211,'\'(190.833333-inf)\''
11,139,P03,2013-09-01,Rzeszów,Po³udnie,9,'\'(119.666667-149.333333]\'','\'All\'','\"niedz.\"',87,'\'(54.166667-88.333333]\''
11,144,P05,2013-10-13,£ódŸ,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'','\"niedz.\"',33,'\'(-inf-54.166667]\''
14,112,P04,2013-08-18,Warszawa,Centrum,8,'\'(90-119.666667]\'','\'All\'','\"niedz.\"',108,'\'(88.333333-122.5]\''
12,179,P05,2013-09-22,£ódŸ,Centrum,9,'\'(149.333333-inf)\'','\'All\'','\"niedz.\"',95,'\'(88.333333-122.5]\''
5,35,P03,2013-08-29,Rzeszów,Po³udnie,8,'\'(30.666667-60.333333]\'','\'All\'','\"czw.\"',87,'\'(54.166667-88.333333]\''
8,139,P03,2013-08-09,Rzeszów,Po³udnie,8,'\'(119.666667-149.333333]\'','\'All\'','\"pt.\"',170,'\'(156.666667-190.833333]\''
4,74,P01,2013-08-27,Warszawa,Centrum,8,'\'(60.333333-90]\'','\'All\'','\"wt.\"',70,'\'(54.166667-88.333333]\''
11,144,P05,2013-09-29,£ódŸ,Centrum,9,'\'(119.666667-149.333333]\'','\'All\'','\"niedz.\"',198,'\'(190.833333-inf)\''
2,79,P05,2013-09-29,£ódŸ,Centrum,9,'\'(60.333333-90]\'','\'All\'','\"niedz.\"',196,'\'(190.833333-inf)\''
7,138,P05,2013-08-20,£ódŸ,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'','\"wt.\"',188,'\'(156.666667-190.833333]\''
1,79,P01,2013-10-20,Warszawa,Centrum,10,'\'(60.333333-90]\'','\'All\'','\"niedz.\"',145,'\'(122.5-156.666667]\''
15,12,P02,2013-09-30,Wroc³aw,Zachód,9,'\'(-inf-30.666667]\'','\'All\'','\"pon.\"',77,'\'(54.166667-88.333333]\''
13,69,P02,2013-09-18,Wroc³aw,Zachód,9,'\'(60.333333-90]\'','\'All\'','\"?r.\"',92,'\'(88.333333-122.5]\''
3,132,P04,2013-10-19,Warszawa,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'','\"sob.\"',89,'\'(88.333333-122.5]\''
9,14,P02,2013-10-08,Wroc³aw,Zachód,10,'\'(-inf-30.666667]\'','\'All\'','\"wt.\"',76,'\'(54.166667-88.333333]\''
3,68,P04,2013-08-16,Warszawa,Centrum,8,'\'(60.333333-90]\'','\'All\'','\"pt.\"',41,'\'(-inf-54.166667]\''
11,164,P04,2013-10-02,Warszawa,Centrum,10,'\'(149.333333-inf)\'','\'All\'','\"?r.\"',140,'\'(122.5-156.666667]\''
10,152,P03,2013-10-26,Rzeszów,Po³udnie,10,'\'(149.333333-inf)\'','\'All\'','\"sob.\"',123,'\'(122.5-156.666667]\''
14,54,P01,2013-10-04,Warszawa,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'','\"pt.\"',122,'\'(88.333333-122.5]\''
2,37,P02,2013-09-09,Wroc³aw,Zachód,9,'\'(30.666667-60.333333]\'','\'All\'','\"pon.\"',157,'\'(156.666667-190.833333]\''
15,42,P04,2013-08-05,Warszawa,Centrum,8,'\'(30.666667-60.333333]\'','\'All\'','\"pon.\"',102,'\'(88.333333-122.5]\''
6,41,P02,2013-08-02,Wroc³aw,Zachód,8,'\'(30.666667-60.333333]\'','\'All\'','\"pt.\"',78,'\'(54.166667-88.333333]\''
9,116,P05,2013-08-31,£ódŸ,Centrum,8,'\'(90-119.666667]\'','\'All\'','\"sob.\"',72,'\'(54.166667-88.333333]\''
8,55,P03,2013-08-09,Rzeszów,Po³udnie,8,'\'(30.666667-60.333333]\'','\'All\'','\"pt.\"',196,'\'(190.833333-inf)\''
6,130,P05,2013-08-15,£ódŸ,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'','\"czw.\"',160,'\'(156.666667-190.833333]\''
10,115,P05,2013-09-17,£ódŸ,Centrum,9,'\'(90-119.666667]\'','\'All\'','\"wt.\"',30,'\'(-inf-54.166667]\''
5,42,P05,2013-09-28,£ódŸ,Centrum,9,'\'(30.666667-60.333333]\'','\'All\'','\"sob.\"',43,'\'(-inf-54.166667]\''
6,149,P05,2013-08-03,£ódŸ,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'','\"sob.\"',182,'\'(156.666667-190.833333]\''
14,101,P02,2013-09-04,Wroc³aw,Zachód,9,'\'(90-119.666667]\'','\'All\'','\"?r.\"',134,'\'(122.5-156.666667]\''
8,102,P01,2013-09-28,Warszawa,Centrum,9,'\'(90-119.666667]\'','\'All\'','\"sob.\"',218,'\'(190.833333-inf)\''
11,7,P05,2013-09-25,£ódŸ,Centrum,9,'\'(-inf-30.666667]\'','\'All\'','\"?r.\"',131,'\'(122.5-156.666667]\''
7,158,P04,2013-10-08,Warszawa,Centrum,10,'\'(149.333333-inf)\'','\'All\'','\"wt.\"',224,'\'(190.833333-inf)\''
10,162,P05,2013-09-14,£ódŸ,Centrum,9,'\'(149.333333-inf)\'','\'All\'','\"sob.\"',26,'\'(-inf-54.166667]\''
12,108,P04,2013-10-29,Warszawa,Centrum,10,'\'(90-119.666667]\'','\'All\'','\"wt.\"',81,'\'(54.166667-88.333333]\''
8,37,P01,2013-09-14,Warszawa,Centrum,9,'\'(30.666667-60.333333]\'','\'All\'','\"sob.\"',192,'\'(190.833333-inf)\''
2,111,P02,2013-10-27,Wroc³aw,Zachód,10,'\'(90-119.666667]\'','\'All\'','\"niedz.\"',69,'\'(54.166667-88.333333]\''
12,82,P02,2013-08-09,Wroc³aw,Zachód,8,'\'(60.333333-90]\'','\'All\'','\"pt.\"',49,'\'(-inf-54.166667]\''
13,85,P04,2013-08-22,Warszawa,Centrum,8,'\'(60.333333-90]\'','\'All\'','\"czw.\"',33,'\'(-inf-54.166667]\''
1,171,P03,2013-10-17,Rzeszów,Po³udnie,10,'\'(149.333333-inf)\'','\'All\'','\"czw.\"',139,'\'(122.5-156.666667]\''
2,73,P02,2013-08-04,Wroc³aw,Zachód,8,'\'(60.333333-90]\'','\'All\'','\"niedz.\"',39,'\'(-inf-54.166667]\''
7,165,P02,2013-10-16,Wroc³aw,Zachód,10,'\'(149.333333-inf)\'','\'All\'','\"?r.\"',192,'\'(190.833333-inf)\''
1,50,P01,2013-10-07,Warszawa,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'','\"pon.\"',197,'\'(190.833333-inf)\''
1,5,P04,2013-09-30,Warszawa,Centrum,9,'\'(-inf-30.666667]\'','\'All\'','\"pon.\"',118,'\'(88.333333-122.5]\''
9,162,P03,2013-09-13,Rzeszów,Po³udnie,9,'\'(149.333333-inf)\'','\'All\'','\"pt.\"',163,'\'(156.666667-190.833333]\''
13,147,P02,2013-10-06,Wroc³aw,Zachód,10,'\'(119.666667-149.333333]\'','\'All\'','\"niedz.\"',61,'\'(54.166667-88.333333]\''
13,46,P03,2013-10-04,Rzeszów,Po³udnie,10,'\'(30.666667-60.333333]\'','\'All\'','\"pt.\"',57,'\'(54.166667-88.333333]\''
9,31,P05,2013-09-01,£ódŸ,Centrum,9,'\'(30.666667-60.333333]\'','\'All\'','\"niedz.\"',218,'\'(190.833333-inf)\''
6,125,P05,2013-10-01,£ódŸ,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'','\"wt.\"',173,'\'(156.666667-190.833333]\''
1,87,P03,2013-09-08,Rzeszów,Po³udnie,9,'\'(60.333333-90]\'','\'All\'','\"niedz.\"',23,'\'(-inf-54.166667]\''
3,139,P04,2013-10-28,Warszawa,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'','\"pon.\"',64,'\'(54.166667-88.333333]\''
10,125,P03,2013-09-06,Rzeszów,Po³udnie,9,'\'(119.666667-149.333333]\'','\'All\'','\"pt.\"',169,'\'(156.666667-190.833333]\''
6,34,P01,2013-08-17,Warszawa,Centrum,8,'\'(30.666667-60.333333]\'','\'All\'','\"sob.\"',112,'\'(88.333333-122.5]\''
15,75,P02,2013-10-17,Wroc³aw,Zachód,10,'\'(60.333333-90]\'','\'All\'','\"czw.\"',186,'\'(156.666667-190.833333]\''
14,29,P02,2013-09-07,Wroc³aw,Zachód,9,'\'(-inf-30.666667]\'','\'All\'','\"sob.\"',108,'\'(88.333333-122.5]\''
3,131,P05,2013-09-14,£ódŸ,Centrum,9,'\'(119.666667-149.333333]\'','\'All\'','\"sob.\"',211,'\'(190.833333-inf)\''
8,137,P02,2013-10-27,Wroc³aw,Zachód,10,'\'(119.666667-149.333333]\'','\'All\'','\"niedz.\"',169,'\'(156.666667-190.833333]\''
9,67,P05,2013-10-04,£ódŸ,Centrum,10,'\'(60.333333-90]\'','\'All\'','\"pt.\"',121,'\'(88.333333-122.5]\''
6,91,P01,2013-10-14,Warszawa,Centrum,10,'\'(90-119.666667]\'','\'All\'','\"pon.\"',34,'\'(-inf-54.166667]\''
5,153,P03,2013-10-03,Rzeszów,Po³udnie,10,'\'(149.333333-inf)\'','\'All\'','\"czw.\"',202,'\'(190.833333-inf)\''
11,163,P02,2013-10-09,Wroc³aw,Zachód,10,'\'(149.333333-inf)\'','\'All\'','\"?r.\"',186,'\'(156.666667-190.833333]\''
8,133,P03,2013-10-01,Rzeszów,Po³udnie,10,'\'(119.666667-149.333333]\'','\'All\'','\"wt.\"',212,'\'(190.833333-inf)\''
8,122,P05,2013-08-02,£ódŸ,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'','\"pt.\"',193,'\'(190.833333-inf)\''
4,115,P05,2013-10-06,£ódŸ,Centrum,10,'\'(90-119.666667]\'','\'All\'','\"niedz.\"',153,'\'(122.5-156.666667]\''
14,113,P03,2013-09-17,Rzeszów,Po³udnie,9,'\'(90-119.666667]\'','\'All\'','\"wt.\"',72,'\'(54.166667-88.333333]\''
9,35,P03,2013-09-21,Rzeszów,Po³udnie,9,'\'(30.666667-60.333333]\'','\'All\'','\"sob.\"',84,'\'(54.166667-88.333333]\''
3,17,P05,2013-08-17,£ódŸ,Centrum,8,'\'(-inf-30.666667]\'','\'All\'','\"sob.\"',42,'\'(-inf-54.166667]\''
1,71,P02,2013-08-20,Wroc³aw,Zachód,8,'\'(60.333333-90]\'','\'All\'','\"wt.\"',35,'\'(-inf-54.166667]\''
6,72,P02,2013-10-24,Wroc³aw,Zachód,10,'\'(60.333333-90]\'','\'All\'','\"czw.\"',117,'\'(88.333333-122.5]\''
8,102,P03,2013-10-19,Rzeszów,Po³udnie,10,'\'(90-119.666667]\'','\'All\'','\"sob.\"',129,'\'(122.5-156.666667]\''
7,107,P04,2013-10-29,Warszawa,Centrum,10,'\'(90-119.666667]\'','\'All\'','\"wt.\"',80,'\'(54.166667-88.333333]\''
6,149,P05,2013-09-21,£ódŸ,Centrum,9,'\'(119.666667-149.333333]\'','\'All\'','\"sob.\"',66,'\'(54.166667-88.333333]\''
4,100,P03,2013-09-27,Rzeszów,Po³udnie,9,'\'(90-119.666667]\'','\'All\'','\"pt.\"',223,'\'(190.833333-inf)\''
12,114,P04,2013-08-25,Warszawa,Centrum,8,'\'(90-119.666667]\'','\'All\'','\"niedz.\"',117,'\'(88.333333-122.5]\''
15,92,P02,2013-10-01,Wroc³aw,Zachód,10,'\'(90-119.666667]\'','\'All\'','\"wt.\"',63,'\'(54.166667-88.333333]\''
14,54,P03,2013-09-18,Rzeszów,Po³udnie,9,'\'(30.666667-60.333333]\'','\'All\'','\"?r.\"',65,'\'(54.166667-88.333333]\''
5,14,P04,2013-09-02,Warszawa,Centrum,9,'\'(-inf-30.666667]\'','\'All\'','\"pon.\"',206,'\'(190.833333-inf)\''
5,28,P03,2013-10-10,Rzeszów,Po³udnie,10,'\'(-inf-30.666667]\'','\'All\'','\"czw.\"',163,'\'(156.666667-190.833333]\''
4,115,P02,2013-09-29,Wroc³aw,Zachód,9,'\'(90-119.666667]\'','\'All\'','\"niedz.\"',93,'\'(88.333333-122.5]\''
1,57,P04,2013-08-28,Warszawa,Centrum,8,'\'(30.666667-60.333333]\'','\'All\'','\"?r.\"',185,'\'(156.666667-190.833333]\''
1,30,P02,2013-09-12,Wroc³aw,Zachód,9,'\'(-inf-30.666667]\'','\'All\'','\"czw.\"',89,'\'(88.333333-122.5]\''
7,125,P02,2013-09-12,Wroc³aw,Zachód,9,'\'(119.666667-149.333333]\'','\'All\'','\"czw.\"',212,'\'(190.833333-inf)\''
15,117,P04,2013-10-24,Warszawa,Centrum,10,'\'(90-119.666667]\'','\'All\'','\"czw.\"',218,'\'(190.833333-inf)\''
15,90,P03,2013-09-03,Rzeszów,Po³udnie,9,'\'(60.333333-90]\'','\'All\'','\"wt.\"',161,'\'(156.666667-190.833333]\''
13,117,P05,2013-10-12,£ódŸ,Centrum,10,'\'(90-119.666667]\'','\'All\'','\"sob.\"',176,'\'(156.666667-190.833333]\''
12,169,P03,2013-08-10,Rzeszów,Po³udnie,8,'\'(149.333333-inf)\'','\'All\'','\"sob.\"',190,'\'(156.666667-190.833333]\''
11,39,P05,2013-09-16,£ódŸ,Centrum,9,'\'(30.666667-60.333333]\'','\'All\'','\"pon.\"',74,'\'(54.166667-88.333333]\''
10,10,P03,2013-09-06,Rzeszów,Po³udnie,9,'\'(-inf-30.666667]\'','\'All\'','\"pt.\"',111,'\'(88.333333-122.5]\''
14,118,P01,2013-09-15,Warszawa,Centrum,9,'\'(90-119.666667]\'','\'All\'','\"niedz.\"',76,'\'(54.166667-88.333333]\''
6,163,P01,2013-10-23,Warszawa,Centrum,10,'\'(149.333333-inf)\'','\'All\'','\"?r.\"',217,'\'(190.833333-inf)\''
7,154,P02,2013-09-05,Wroc³aw,Zachód,9,'\'(149.333333-inf)\'','\'All\'','\"czw.\"',41,'\'(-inf-54.166667]\''
12,156,P03,2013-09-02,Rzeszów,Po³udnie,9,'\'(149.333333-inf)\'','\'All\'','\"pon.\"',128,'\'(122.5-156.666667]\''
15,54,P03,2013-10-25,Rzeszów,Po³udnie,10,'\'(30.666667-60.333333]\'','\'All\'','\"pt.\"',22,'\'(-inf-54.166667]\''
2,99,P04,2013-08-26,Warszawa,Centrum,8,'\'(90-119.666667]\'','\'All\'','\"pon.\"',177,'\'(156.666667-190.833333]\''
2,111,P01,2013-08-07,Warszawa,Centrum,8,'\'(90-119.666667]\'','\'All\'','\"?r.\"',131,'\'(122.5-156.666667]\''
8,8,P03,2013-10-28,Rzeszów,Po³udnie,10,'\'(-inf-30.666667]\'','\'All\'','\"pon.\"',64,'\'(54.166667-88.333333]\''
10,34,P02,2013-10-15,Wroc³aw,Zachód,10,'\'(30.666667-60.333333]\'','\'All\'','\"wt.\"',149,'\'(122.5-156.666667]\''
12,31,P01,2013-09-13,Warszawa,Centrum,9,'\'(30.666667-60.333333]\'','\'All\'','\"pt.\"',155,'\'(122.5-156.666667]\''
3,93,P04,2013-08-22,Warszawa,Centrum,8,'\'(90-119.666667]\'','\'All\'','\"czw.\"',47,'\'(-inf-54.166667]\''
13,116,P05,2013-09-06,£ódŸ,Centrum,9,'\'(90-119.666667]\'','\'All\'','\"pt.\"',87,'\'(54.166667-88.333333]\''
15,170,P02,2013-10-10,Wroc³aw,Zachód,10,'\'(149.333333-inf)\'','\'All\'','\"czw.\"',126,'\'(122.5-156.666667]\''
5,84,P01,2013-10-25,Warszawa,Centrum,10,'\'(60.333333-90]\'','\'All\'','\"pt.\"',119,'\'(88.333333-122.5]\''
