@relation '01_klienci4-weka.filters.unsupervised.attribute.Reorder-R1-2,4-8,3-weka.filters.unsupervised.attribute.Copy-R8-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceprzedzial-R9-weka.filters.unsupervised.attribute.Discretize-B6-M-1.0-R9-precision6-weka.filters.unsupervised.attribute.InterquartileRange-R2-O3.0-E6.0-weka.filters.unsupervised.attribute.Remove-R10-11-weka.filters.unsupervised.attribute.Copy-R2-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceprzedzial_czas rozmowy-R10-weka.filters.unsupervised.attribute.Copy-R10-weka.filters.unsupervised.attribute.Discretize-B6-M-1.0-R10-precision6-weka.filters.supervised.attribute.Discretize-R11-precision6-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceprzedzial_czas rozmowy_supervised-R11-weka.filters.unsupervised.attribute.Reorder-R1-7,10-11,8,9'

@attribute 'numer klienta' {6,12,9,3,7,11,2,5,10,1,8,4,15,13,14}
@attribute 'czas rozmowy' numeric
@attribute przedstawiciel {P03,P02,P05,P01,P04}
@attribute 'data rozmowy' date yyyy-MM-dd
@attribute Oddzia³ {Rzeszów,Wroc³aw,£ódŸ,Warszawa}
@attribute Region {Po³udnie,Zachód,Centrum}
@attribute miesi¹c {9,10,8}
@attribute 'przedzial_czas rozmowy' {'\'(-inf-30.666667]\'','\'(30.666667-60.333333]\'','\'(60.333333-90]\'','\'(90-119.666667]\'','\'(119.666667-149.333333]\'','\'(149.333333-inf)\''}
@attribute 'przedzial_czas rozmowy_supervised' {'\'All\''}
@attribute 'kwota zakupu' numeric
@attribute przedzial {'\'(-inf-54.166667]\'','\'(54.166667-88.333333]\'','\'(88.333333-122.5]\'','\'(122.5-156.666667]\'','\'(156.666667-190.833333]\'','\'(190.833333-inf)\''}

@data
12,108,P04,2013-10-29,Warszawa,Centrum,10,'\'(90-119.666667]\'','\'All\'',81,'\'(54.166667-88.333333]\''
8,37,P01,2013-09-14,Warszawa,Centrum,9,'\'(30.666667-60.333333]\'','\'All\'',192,'\'(190.833333-inf)\''
2,111,P02,2013-10-27,Wroc³aw,Zachód,10,'\'(90-119.666667]\'','\'All\'',69,'\'(54.166667-88.333333]\''
12,82,P02,2013-08-09,Wroc³aw,Zachód,8,'\'(60.333333-90]\'','\'All\'',49,'\'(-inf-54.166667]\''
13,85,P04,2013-08-22,Warszawa,Centrum,8,'\'(60.333333-90]\'','\'All\'',33,'\'(-inf-54.166667]\''
1,171,P03,2013-10-17,Rzeszów,Po³udnie,10,'\'(149.333333-inf)\'','\'All\'',139,'\'(122.5-156.666667]\''
2,73,P02,2013-08-04,Wroc³aw,Zachód,8,'\'(60.333333-90]\'','\'All\'',39,'\'(-inf-54.166667]\''
7,165,P02,2013-10-16,Wroc³aw,Zachód,10,'\'(149.333333-inf)\'','\'All\'',192,'\'(190.833333-inf)\''
1,50,P01,2013-10-07,Warszawa,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'',197,'\'(190.833333-inf)\''
1,5,P04,2013-09-30,Warszawa,Centrum,9,'\'(-inf-30.666667]\'','\'All\'',118,'\'(88.333333-122.5]\''
9,162,P03,2013-09-13,Rzeszów,Po³udnie,9,'\'(149.333333-inf)\'','\'All\'',163,'\'(156.666667-190.833333]\''
13,147,P02,2013-10-06,Wroc³aw,Zachód,10,'\'(119.666667-149.333333]\'','\'All\'',61,'\'(54.166667-88.333333]\''
13,46,P03,2013-10-04,Rzeszów,Po³udnie,10,'\'(30.666667-60.333333]\'','\'All\'',57,'\'(54.166667-88.333333]\''
9,31,P05,2013-09-01,£ódŸ,Centrum,9,'\'(30.666667-60.333333]\'','\'All\'',218,'\'(190.833333-inf)\''
6,125,P05,2013-10-01,£ódŸ,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'',173,'\'(156.666667-190.833333]\''
1,87,P03,2013-09-08,Rzeszów,Po³udnie,9,'\'(60.333333-90]\'','\'All\'',23,'\'(-inf-54.166667]\''
3,139,P04,2013-10-28,Warszawa,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'',64,'\'(54.166667-88.333333]\''
10,125,P03,2013-09-06,Rzeszów,Po³udnie,9,'\'(119.666667-149.333333]\'','\'All\'',169,'\'(156.666667-190.833333]\''
6,34,P01,2013-08-17,Warszawa,Centrum,8,'\'(30.666667-60.333333]\'','\'All\'',112,'\'(88.333333-122.5]\''
15,75,P02,2013-10-17,Wroc³aw,Zachód,10,'\'(60.333333-90]\'','\'All\'',186,'\'(156.666667-190.833333]\''
14,29,P02,2013-09-07,Wroc³aw,Zachód,9,'\'(-inf-30.666667]\'','\'All\'',108,'\'(88.333333-122.5]\''
3,131,P05,2013-09-14,£ódŸ,Centrum,9,'\'(119.666667-149.333333]\'','\'All\'',211,'\'(190.833333-inf)\''
8,137,P02,2013-10-27,Wroc³aw,Zachód,10,'\'(119.666667-149.333333]\'','\'All\'',169,'\'(156.666667-190.833333]\''
9,67,P05,2013-10-04,£ódŸ,Centrum,10,'\'(60.333333-90]\'','\'All\'',121,'\'(88.333333-122.5]\''
6,91,P01,2013-10-14,Warszawa,Centrum,10,'\'(90-119.666667]\'','\'All\'',34,'\'(-inf-54.166667]\''
5,153,P03,2013-10-03,Rzeszów,Po³udnie,10,'\'(149.333333-inf)\'','\'All\'',202,'\'(190.833333-inf)\''
11,163,P02,2013-10-09,Wroc³aw,Zachód,10,'\'(149.333333-inf)\'','\'All\'',186,'\'(156.666667-190.833333]\''
8,133,P03,2013-10-01,Rzeszów,Po³udnie,10,'\'(119.666667-149.333333]\'','\'All\'',212,'\'(190.833333-inf)\''
8,122,P05,2013-08-02,£ódŸ,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'',193,'\'(190.833333-inf)\''
4,115,P05,2013-10-06,£ódŸ,Centrum,10,'\'(90-119.666667]\'','\'All\'',153,'\'(122.5-156.666667]\''
14,113,P03,2013-09-17,Rzeszów,Po³udnie,9,'\'(90-119.666667]\'','\'All\'',72,'\'(54.166667-88.333333]\''
9,35,P03,2013-09-21,Rzeszów,Po³udnie,9,'\'(30.666667-60.333333]\'','\'All\'',84,'\'(54.166667-88.333333]\''
3,17,P05,2013-08-17,£ódŸ,Centrum,8,'\'(-inf-30.666667]\'','\'All\'',42,'\'(-inf-54.166667]\''
1,71,P02,2013-08-20,Wroc³aw,Zachód,8,'\'(60.333333-90]\'','\'All\'',35,'\'(-inf-54.166667]\''
6,72,P02,2013-10-24,Wroc³aw,Zachód,10,'\'(60.333333-90]\'','\'All\'',117,'\'(88.333333-122.5]\''
8,102,P03,2013-10-19,Rzeszów,Po³udnie,10,'\'(90-119.666667]\'','\'All\'',129,'\'(122.5-156.666667]\''
7,107,P04,2013-10-29,Warszawa,Centrum,10,'\'(90-119.666667]\'','\'All\'',80,'\'(54.166667-88.333333]\''
6,149,P05,2013-09-21,£ódŸ,Centrum,9,'\'(119.666667-149.333333]\'','\'All\'',66,'\'(54.166667-88.333333]\''
4,100,P03,2013-09-27,Rzeszów,Po³udnie,9,'\'(90-119.666667]\'','\'All\'',223,'\'(190.833333-inf)\''
12,114,P04,2013-08-25,Warszawa,Centrum,8,'\'(90-119.666667]\'','\'All\'',117,'\'(88.333333-122.5]\''
15,92,P02,2013-10-01,Wroc³aw,Zachód,10,'\'(90-119.666667]\'','\'All\'',63,'\'(54.166667-88.333333]\''
14,54,P03,2013-09-18,Rzeszów,Po³udnie,9,'\'(30.666667-60.333333]\'','\'All\'',65,'\'(54.166667-88.333333]\''
5,14,P04,2013-09-02,Warszawa,Centrum,9,'\'(-inf-30.666667]\'','\'All\'',206,'\'(190.833333-inf)\''
5,28,P03,2013-10-10,Rzeszów,Po³udnie,10,'\'(-inf-30.666667]\'','\'All\'',163,'\'(156.666667-190.833333]\''
4,115,P02,2013-09-29,Wroc³aw,Zachód,9,'\'(90-119.666667]\'','\'All\'',93,'\'(88.333333-122.5]\''
1,57,P04,2013-08-28,Warszawa,Centrum,8,'\'(30.666667-60.333333]\'','\'All\'',185,'\'(156.666667-190.833333]\''
1,30,P02,2013-09-12,Wroc³aw,Zachód,9,'\'(-inf-30.666667]\'','\'All\'',89,'\'(88.333333-122.5]\''
7,125,P02,2013-09-12,Wroc³aw,Zachód,9,'\'(119.666667-149.333333]\'','\'All\'',212,'\'(190.833333-inf)\''
15,117,P04,2013-10-24,Warszawa,Centrum,10,'\'(90-119.666667]\'','\'All\'',218,'\'(190.833333-inf)\''
15,90,P03,2013-09-03,Rzeszów,Po³udnie,9,'\'(60.333333-90]\'','\'All\'',161,'\'(156.666667-190.833333]\''
13,117,P05,2013-10-12,£ódŸ,Centrum,10,'\'(90-119.666667]\'','\'All\'',176,'\'(156.666667-190.833333]\''
12,169,P03,2013-08-10,Rzeszów,Po³udnie,8,'\'(149.333333-inf)\'','\'All\'',190,'\'(156.666667-190.833333]\''
11,39,P05,2013-09-16,£ódŸ,Centrum,9,'\'(30.666667-60.333333]\'','\'All\'',74,'\'(54.166667-88.333333]\''
10,10,P03,2013-09-06,Rzeszów,Po³udnie,9,'\'(-inf-30.666667]\'','\'All\'',111,'\'(88.333333-122.5]\''
14,118,P01,2013-09-15,Warszawa,Centrum,9,'\'(90-119.666667]\'','\'All\'',76,'\'(54.166667-88.333333]\''
6,163,P01,2013-10-23,Warszawa,Centrum,10,'\'(149.333333-inf)\'','\'All\'',217,'\'(190.833333-inf)\''
7,154,P02,2013-09-05,Wroc³aw,Zachód,9,'\'(149.333333-inf)\'','\'All\'',41,'\'(-inf-54.166667]\''
12,156,P03,2013-09-02,Rzeszów,Po³udnie,9,'\'(149.333333-inf)\'','\'All\'',128,'\'(122.5-156.666667]\''
15,54,P03,2013-10-25,Rzeszów,Po³udnie,10,'\'(30.666667-60.333333]\'','\'All\'',22,'\'(-inf-54.166667]\''
2,99,P04,2013-08-26,Warszawa,Centrum,8,'\'(90-119.666667]\'','\'All\'',177,'\'(156.666667-190.833333]\''
2,111,P01,2013-08-07,Warszawa,Centrum,8,'\'(90-119.666667]\'','\'All\'',131,'\'(122.5-156.666667]\''
8,8,P03,2013-10-28,Rzeszów,Po³udnie,10,'\'(-inf-30.666667]\'','\'All\'',64,'\'(54.166667-88.333333]\''
10,34,P02,2013-10-15,Wroc³aw,Zachód,10,'\'(30.666667-60.333333]\'','\'All\'',149,'\'(122.5-156.666667]\''
12,31,P01,2013-09-13,Warszawa,Centrum,9,'\'(30.666667-60.333333]\'','\'All\'',155,'\'(122.5-156.666667]\''
3,93,P04,2013-08-22,Warszawa,Centrum,8,'\'(90-119.666667]\'','\'All\'',47,'\'(-inf-54.166667]\''
13,116,P05,2013-09-06,£ódŸ,Centrum,9,'\'(90-119.666667]\'','\'All\'',87,'\'(54.166667-88.333333]\''
15,170,P02,2013-10-10,Wroc³aw,Zachód,10,'\'(149.333333-inf)\'','\'All\'',126,'\'(122.5-156.666667]\''
5,84,P01,2013-10-25,Warszawa,Centrum,10,'\'(60.333333-90]\'','\'All\'',119,'\'(88.333333-122.5]\''
8,168,P04,2013-08-02,Warszawa,Centrum,8,'\'(149.333333-inf)\'','\'All\'',61,'\'(54.166667-88.333333]\''
6,146,P05,2013-10-14,£ódŸ,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'',179,'\'(156.666667-190.833333]\''
13,129,P02,2013-09-14,Wroc³aw,Zachód,9,'\'(119.666667-149.333333]\'','\'All\'',99,'\'(88.333333-122.5]\''
15,97,P04,2013-10-02,Warszawa,Centrum,10,'\'(90-119.666667]\'','\'All\'',140,'\'(122.5-156.666667]\''
9,2,P05,2013-09-08,£ódŸ,Centrum,9,'\'(-inf-30.666667]\'','\'All\'',147,'\'(122.5-156.666667]\''
15,111,P03,2013-09-23,Rzeszów,Po³udnie,9,'\'(90-119.666667]\'','\'All\'',179,'\'(156.666667-190.833333]\''
14,43,P01,2013-09-25,Warszawa,Centrum,9,'\'(30.666667-60.333333]\'','\'All\'',211,'\'(190.833333-inf)\''
13,20,P02,2013-10-11,Wroc³aw,Zachód,10,'\'(-inf-30.666667]\'','\'All\'',22,'\'(-inf-54.166667]\''
12,104,P01,2013-09-25,Warszawa,Centrum,9,'\'(90-119.666667]\'','\'All\'',98,'\'(88.333333-122.5]\''
6,37,P01,2013-09-21,Warszawa,Centrum,9,'\'(30.666667-60.333333]\'','\'All\'',44,'\'(-inf-54.166667]\''
12,175,P02,2013-09-13,Wroc³aw,Zachód,9,'\'(149.333333-inf)\'','\'All\'',95,'\'(88.333333-122.5]\''
7,10,P03,2013-09-26,Rzeszów,Po³udnie,9,'\'(-inf-30.666667]\'','\'All\'',180,'\'(156.666667-190.833333]\''
7,99,P03,2013-09-25,Rzeszów,Po³udnie,9,'\'(90-119.666667]\'','\'All\'',222,'\'(190.833333-inf)\''
14,49,P03,2013-08-26,Rzeszów,Po³udnie,8,'\'(30.666667-60.333333]\'','\'All\'',48,'\'(-inf-54.166667]\''
1,88,P05,2013-10-11,£ódŸ,Centrum,10,'\'(60.333333-90]\'','\'All\'',71,'\'(54.166667-88.333333]\''
3,3,P04,2013-09-27,Warszawa,Centrum,9,'\'(-inf-30.666667]\'','\'All\'',209,'\'(190.833333-inf)\''
4,137,P01,2013-08-30,Warszawa,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'',82,'\'(54.166667-88.333333]\''
9,145,P05,2013-10-18,£ódŸ,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'',79,'\'(54.166667-88.333333]\''
3,70,P01,2013-08-19,Warszawa,Centrum,8,'\'(60.333333-90]\'','\'All\'',120,'\'(88.333333-122.5]\''
10,48,P03,2013-10-29,Rzeszów,Po³udnie,10,'\'(30.666667-60.333333]\'','\'All\'',174,'\'(156.666667-190.833333]\''
4,163,P01,2013-09-15,Warszawa,Centrum,9,'\'(149.333333-inf)\'','\'All\'',200,'\'(190.833333-inf)\''
13,166,P01,2013-09-02,Warszawa,Centrum,9,'\'(149.333333-inf)\'','\'All\'',174,'\'(156.666667-190.833333]\''
11,77,P03,2013-10-03,Rzeszów,Po³udnie,10,'\'(60.333333-90]\'','\'All\'',23,'\'(-inf-54.166667]\''
10,171,P02,2013-08-19,Wroc³aw,Zachód,8,'\'(149.333333-inf)\'','\'All\'',181,'\'(156.666667-190.833333]\''
1,99,P01,2013-08-26,Warszawa,Centrum,8,'\'(90-119.666667]\'','\'All\'',206,'\'(190.833333-inf)\''
1,118,P02,2013-08-30,Wroc³aw,Zachód,8,'\'(90-119.666667]\'','\'All\'',122,'\'(88.333333-122.5]\''
13,94,P04,2013-10-12,Warszawa,Centrum,10,'\'(90-119.666667]\'','\'All\'',153,'\'(122.5-156.666667]\''
13,91,P03,2013-10-18,Rzeszów,Po³udnie,10,'\'(90-119.666667]\'','\'All\'',57,'\'(54.166667-88.333333]\''
14,44,P03,2013-10-26,Rzeszów,Po³udnie,10,'\'(30.666667-60.333333]\'','\'All\'',154,'\'(122.5-156.666667]\''
3,90,P01,2013-08-01,Warszawa,Centrum,8,'\'(60.333333-90]\'','\'All\'',222,'\'(190.833333-inf)\''
4,95,P01,2013-10-21,Warszawa,Centrum,10,'\'(90-119.666667]\'','\'All\'',115,'\'(88.333333-122.5]\''
2,149,P01,2013-08-18,Warszawa,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'',212,'\'(190.833333-inf)\''
11,124,P01,2013-08-25,Warszawa,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'',190,'\'(156.666667-190.833333]\''
8,33,P05,2013-10-17,£ódŸ,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'',179,'\'(156.666667-190.833333]\''
11,5,P02,2013-08-20,Wroc³aw,Zachód,8,'\'(-inf-30.666667]\'','\'All\'',66,'\'(54.166667-88.333333]\''
5,129,P03,2013-08-15,Rzeszów,Po³udnie,8,'\'(119.666667-149.333333]\'','\'All\'',114,'\'(88.333333-122.5]\''
14,135,P03,2013-09-29,Rzeszów,Po³udnie,9,'\'(119.666667-149.333333]\'','\'All\'',137,'\'(122.5-156.666667]\''
1,68,P05,2013-09-08,£ódŸ,Centrum,9,'\'(60.333333-90]\'','\'All\'',185,'\'(156.666667-190.833333]\''
11,72,P05,2013-10-30,£ódŸ,Centrum,10,'\'(60.333333-90]\'','\'All\'',141,'\'(122.5-156.666667]\''
3,93,P05,2013-08-19,£ódŸ,Centrum,8,'\'(90-119.666667]\'','\'All\'',44,'\'(-inf-54.166667]\''
10,62,P01,2013-08-13,Warszawa,Centrum,8,'\'(60.333333-90]\'','\'All\'',192,'\'(190.833333-inf)\''
3,95,P05,2013-09-07,£ódŸ,Centrum,9,'\'(90-119.666667]\'','\'All\'',178,'\'(156.666667-190.833333]\''
6,111,P03,2013-10-27,Rzeszów,Po³udnie,10,'\'(90-119.666667]\'','\'All\'',50,'\'(-inf-54.166667]\''
1,15,P03,2013-08-02,Rzeszów,Po³udnie,8,'\'(-inf-30.666667]\'','\'All\'',150,'\'(122.5-156.666667]\''
9,66,P05,2013-10-05,£ódŸ,Centrum,10,'\'(60.333333-90]\'','\'All\'',151,'\'(122.5-156.666667]\''
6,173,P01,2013-09-01,Warszawa,Centrum,9,'\'(149.333333-inf)\'','\'All\'',36,'\'(-inf-54.166667]\''
12,125,P04,2013-09-13,Warszawa,Centrum,9,'\'(119.666667-149.333333]\'','\'All\'',155,'\'(122.5-156.666667]\''
8,164,P03,2013-08-16,Rzeszów,Po³udnie,8,'\'(149.333333-inf)\'','\'All\'',23,'\'(-inf-54.166667]\''
7,85,P01,2013-08-20,Warszawa,Centrum,8,'\'(60.333333-90]\'','\'All\'',105,'\'(88.333333-122.5]\''
5,131,P02,2013-08-10,Wroc³aw,Zachód,8,'\'(119.666667-149.333333]\'','\'All\'',24,'\'(-inf-54.166667]\''
6,87,P05,2013-09-12,£ódŸ,Centrum,9,'\'(60.333333-90]\'','\'All\'',189,'\'(156.666667-190.833333]\''
2,167,P01,2013-10-03,Warszawa,Centrum,10,'\'(149.333333-inf)\'','\'All\'',221,'\'(190.833333-inf)\''
5,92,P02,2013-08-27,Wroc³aw,Zachód,8,'\'(90-119.666667]\'','\'All\'',151,'\'(122.5-156.666667]\''
7,144,P01,2013-08-06,Warszawa,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'',133,'\'(122.5-156.666667]\''
5,123,P02,2013-08-21,Wroc³aw,Zachód,8,'\'(119.666667-149.333333]\'','\'All\'',27,'\'(-inf-54.166667]\''
7,128,P05,2013-10-29,£ódŸ,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'',178,'\'(156.666667-190.833333]\''
15,90,P01,2013-10-01,Warszawa,Centrum,10,'\'(60.333333-90]\'','\'All\'',204,'\'(190.833333-inf)\''
1,172,P02,2013-10-19,Wroc³aw,Zachód,10,'\'(149.333333-inf)\'','\'All\'',106,'\'(88.333333-122.5]\''
6,149,P03,2013-10-16,Rzeszów,Po³udnie,10,'\'(119.666667-149.333333]\'','\'All\'',42,'\'(-inf-54.166667]\''
7,15,P03,2013-09-30,Rzeszów,Po³udnie,9,'\'(-inf-30.666667]\'','\'All\'',100,'\'(88.333333-122.5]\''
3,172,P05,2013-09-04,£ódŸ,Centrum,9,'\'(149.333333-inf)\'','\'All\'',131,'\'(122.5-156.666667]\''
2,179,P05,2013-10-11,£ódŸ,Centrum,10,'\'(149.333333-inf)\'','\'All\'',160,'\'(156.666667-190.833333]\''
3,35,P03,2013-10-08,Rzeszów,Po³udnie,10,'\'(30.666667-60.333333]\'','\'All\'',133,'\'(122.5-156.666667]\''
6,19,P04,2013-10-01,Warszawa,Centrum,10,'\'(-inf-30.666667]\'','\'All\'',185,'\'(156.666667-190.833333]\''
8,72,P04,2013-09-26,Warszawa,Centrum,9,'\'(60.333333-90]\'','\'All\'',195,'\'(190.833333-inf)\''
3,61,P05,2013-09-10,£ódŸ,Centrum,9,'\'(60.333333-90]\'','\'All\'',26,'\'(-inf-54.166667]\''
4,134,P02,2013-10-19,Wroc³aw,Zachód,10,'\'(119.666667-149.333333]\'','\'All\'',77,'\'(54.166667-88.333333]\''
6,120,P01,2013-09-03,Warszawa,Centrum,9,'\'(119.666667-149.333333]\'','\'All\'',131,'\'(122.5-156.666667]\''
5,37,P05,2013-10-20,£ódŸ,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'',48,'\'(-inf-54.166667]\''
7,165,P04,2013-09-24,Warszawa,Centrum,9,'\'(149.333333-inf)\'','\'All\'',186,'\'(156.666667-190.833333]\''
13,122,P05,2013-08-04,£ódŸ,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'',48,'\'(-inf-54.166667]\''
2,137,P03,2013-08-25,Rzeszów,Po³udnie,8,'\'(119.666667-149.333333]\'','\'All\'',214,'\'(190.833333-inf)\''
12,147,P04,2013-08-24,Warszawa,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'',67,'\'(54.166667-88.333333]\''
1,28,P05,2013-08-15,£ódŸ,Centrum,8,'\'(-inf-30.666667]\'','\'All\'',83,'\'(54.166667-88.333333]\''
11,85,P05,2013-08-27,£ódŸ,Centrum,8,'\'(60.333333-90]\'','\'All\'',100,'\'(88.333333-122.5]\''
1,148,P02,2013-10-05,Wroc³aw,Zachód,10,'\'(119.666667-149.333333]\'','\'All\'',133,'\'(122.5-156.666667]\''
4,176,P02,2013-09-02,Wroc³aw,Zachód,9,'\'(149.333333-inf)\'','\'All\'',108,'\'(88.333333-122.5]\''
6,21,P02,2013-09-03,Wroc³aw,Zachód,9,'\'(-inf-30.666667]\'','\'All\'',223,'\'(190.833333-inf)\''
1,118,P02,2013-10-25,Wroc³aw,Zachód,10,'\'(90-119.666667]\'','\'All\'',71,'\'(54.166667-88.333333]\''
12,128,P03,2013-10-14,Rzeszów,Po³udnie,10,'\'(119.666667-149.333333]\'','\'All\'',31,'\'(-inf-54.166667]\''
1,86,P04,2013-09-02,Warszawa,Centrum,9,'\'(60.333333-90]\'','\'All\'',146,'\'(122.5-156.666667]\''
5,173,P02,2013-08-21,Wroc³aw,Zachód,8,'\'(149.333333-inf)\'','\'All\'',126,'\'(122.5-156.666667]\''
11,28,P05,2013-08-22,£ódŸ,Centrum,8,'\'(-inf-30.666667]\'','\'All\'',213,'\'(190.833333-inf)\''
7,94,P04,2013-09-23,Warszawa,Centrum,9,'\'(90-119.666667]\'','\'All\'',116,'\'(88.333333-122.5]\''
1,20,P02,2013-09-26,Wroc³aw,Zachód,9,'\'(-inf-30.666667]\'','\'All\'',134,'\'(122.5-156.666667]\''
8,43,P05,2013-09-10,£ódŸ,Centrum,9,'\'(30.666667-60.333333]\'','\'All\'',158,'\'(156.666667-190.833333]\''
14,120,P05,2013-09-19,£ódŸ,Centrum,9,'\'(119.666667-149.333333]\'','\'All\'',221,'\'(190.833333-inf)\''
1,14,P01,2013-10-20,Warszawa,Centrum,10,'\'(-inf-30.666667]\'','\'All\'',42,'\'(-inf-54.166667]\''
11,145,P03,2013-08-01,Rzeszów,Po³udnie,8,'\'(119.666667-149.333333]\'','\'All\'',101,'\'(88.333333-122.5]\''
4,57,P05,2013-08-09,£ódŸ,Centrum,8,'\'(30.666667-60.333333]\'','\'All\'',168,'\'(156.666667-190.833333]\''
15,142,P03,2013-10-02,Rzeszów,Po³udnie,10,'\'(119.666667-149.333333]\'','\'All\'',199,'\'(190.833333-inf)\''
10,150,P03,2013-08-19,Rzeszów,Po³udnie,8,'\'(149.333333-inf)\'','\'All\'',45,'\'(-inf-54.166667]\''
5,122,P02,2013-10-15,Wroc³aw,Zachód,10,'\'(119.666667-149.333333]\'','\'All\'',165,'\'(156.666667-190.833333]\''
2,133,P04,2013-08-25,Warszawa,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'',102,'\'(88.333333-122.5]\''
13,168,P01,2013-08-17,Warszawa,Centrum,8,'\'(149.333333-inf)\'','\'All\'',90,'\'(88.333333-122.5]\''
4,14,P04,2013-08-21,Warszawa,Centrum,8,'\'(-inf-30.666667]\'','\'All\'',143,'\'(122.5-156.666667]\''
5,139,P02,2013-08-17,Wroc³aw,Zachód,8,'\'(119.666667-149.333333]\'','\'All\'',161,'\'(156.666667-190.833333]\''
14,92,P04,2013-09-17,Warszawa,Centrum,9,'\'(90-119.666667]\'','\'All\'',22,'\'(-inf-54.166667]\''
1,38,P02,2013-09-22,Wroc³aw,Zachód,9,'\'(30.666667-60.333333]\'','\'All\'',186,'\'(156.666667-190.833333]\''
14,142,P05,2013-09-12,£ódŸ,Centrum,9,'\'(119.666667-149.333333]\'','\'All\'',41,'\'(-inf-54.166667]\''
13,179,P03,2013-09-01,Rzeszów,Po³udnie,9,'\'(149.333333-inf)\'','\'All\'',62,'\'(54.166667-88.333333]\''
10,50,P03,2013-08-10,Rzeszów,Po³udnie,8,'\'(30.666667-60.333333]\'','\'All\'',208,'\'(190.833333-inf)\''
12,121,P03,2013-09-07,Rzeszów,Po³udnie,9,'\'(119.666667-149.333333]\'','\'All\'',114,'\'(88.333333-122.5]\''
9,75,P05,2013-09-28,£ódŸ,Centrum,9,'\'(60.333333-90]\'','\'All\'',42,'\'(-inf-54.166667]\''
11,57,P03,2013-10-19,Rzeszów,Po³udnie,10,'\'(30.666667-60.333333]\'','\'All\'',124,'\'(122.5-156.666667]\''
8,169,P03,2013-10-16,Rzeszów,Po³udnie,10,'\'(149.333333-inf)\'','\'All\'',100,'\'(88.333333-122.5]\''
13,11,P02,2013-08-04,Wroc³aw,Zachód,8,'\'(-inf-30.666667]\'','\'All\'',68,'\'(54.166667-88.333333]\''
4,129,P05,2013-10-17,£ódŸ,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'',218,'\'(190.833333-inf)\''
5,111,P02,2013-09-09,Wroc³aw,Zachód,9,'\'(90-119.666667]\'','\'All\'',35,'\'(-inf-54.166667]\''
14,40,P03,2013-10-06,Rzeszów,Po³udnie,10,'\'(30.666667-60.333333]\'','\'All\'',103,'\'(88.333333-122.5]\''
11,178,P01,2013-10-28,Warszawa,Centrum,10,'\'(149.333333-inf)\'','\'All\'',113,'\'(88.333333-122.5]\''
7,4,P04,2013-08-18,Warszawa,Centrum,8,'\'(-inf-30.666667]\'','\'All\'',204,'\'(190.833333-inf)\''
11,4,P01,2013-09-15,Warszawa,Centrum,9,'\'(-inf-30.666667]\'','\'All\'',165,'\'(156.666667-190.833333]\''
6,51,P02,2013-10-15,Wroc³aw,Zachód,10,'\'(30.666667-60.333333]\'','\'All\'',197,'\'(190.833333-inf)\''
7,40,P03,2013-09-21,Rzeszów,Po³udnie,9,'\'(30.666667-60.333333]\'','\'All\'',140,'\'(122.5-156.666667]\''
12,173,P01,2013-09-09,Warszawa,Centrum,9,'\'(149.333333-inf)\'','\'All\'',58,'\'(54.166667-88.333333]\''
12,178,P02,2013-10-17,Wroc³aw,Zachód,10,'\'(149.333333-inf)\'','\'All\'',81,'\'(54.166667-88.333333]\''
8,12,P01,2013-10-22,Warszawa,Centrum,10,'\'(-inf-30.666667]\'','\'All\'',219,'\'(190.833333-inf)\''
15,9,P05,2013-10-26,£ódŸ,Centrum,10,'\'(-inf-30.666667]\'','\'All\'',37,'\'(-inf-54.166667]\''
12,21,P02,2013-09-22,Wroc³aw,Zachód,9,'\'(-inf-30.666667]\'','\'All\'',130,'\'(122.5-156.666667]\''
15,78,P03,2013-10-17,Rzeszów,Po³udnie,10,'\'(60.333333-90]\'','\'All\'',153,'\'(122.5-156.666667]\''
10,171,P05,2013-10-19,£ódŸ,Centrum,10,'\'(149.333333-inf)\'','\'All\'',38,'\'(-inf-54.166667]\''
5,46,P01,2013-10-21,Warszawa,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'',98,'\'(88.333333-122.5]\''
